rank,candidate_id,relative_path,candidate_type,score,sha256,primary_recall_reason,config_reference_count,related_texture_count,related_shader_count,related_sound_count,mesh_count,triangle_count,identity_status,next_action
92,P5T01-C00423,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_NG_GoldenWind_WOMAN_GR.LTB,model,110,5c32c066079ec2c5f73dda5a213b55f15f9bfb7230bea804ec2c9824ba79af0c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
93,P5T01-C00426,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong2_NG_BL.LTB,model,110,a9ece11e6df508676aa3282f709f06898c73a95fdcff3665e15cfb4fb8d3fdc0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
94,P5T01-C00427,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong2_NG_GR.LTB,model,110,a9ece11e6df508676aa3282f709f06898c73a95fdcff3665e15cfb4fb8d3fdc0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
95,P5T01-C00428,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong2_NG_WOMAN_BL.LTB,model,110,a9ece11e6df508676aa3282f709f06898c73a95fdcff3665e15cfb4fb8d3fdc0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
96,P5T01-C00429,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong2_NG_WOMAN_GR.LTB,model,110,a9ece11e6df508676aa3282f709f06898c73a95fdcff3665e15cfb4fb8d3fdc0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
97,P5T01-C00430,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_BL.LTB,model,110,02210c602a58235c16b80a324d43d10937226fe733b41cf92a15063f68fa4fea,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
98,P5T01-C00432,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_Darken_BL.LTB,model,110,1a18ab817aedf5a8dc938164faa61fa268cb33d4044da7684eb2b67315130b08,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
99,P5T01-C00433,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_Darken_GR.LTB,model,110,1a18ab817aedf5a8dc938164faa61fa268cb33d4044da7684eb2b67315130b08,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
100,P5T01-C00434,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_Darken_WOMAN_BL.LTB,model,110,1a18ab817aedf5a8dc938164faa61fa268cb33d4044da7684eb2b67315130b08,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
101,P5T01-C00435,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_Darken_WOMAN_GR.LTB,model,110,1a18ab817aedf5a8dc938164faa61fa268cb33d4044da7684eb2b67315130b08,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
102,P5T01-C00436,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_GR.LTB,model,110,741143db5898863aa45b5da3add02bd2d2c6c2042cfd7d20124a20b51bf487d9,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
103,P5T01-C00437,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_WOMAN_BL.LTB,model,110,ae6ff9dcf6f6a3cd4421e9dc57a9df1fa092589004978e1bba5c3614f00fd10e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
104,P5T01-C00438,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_QingLong_WOMAN_GR.LTB,model,110,cf720b7bd3e9d85ce302513b12a4cc7e81bd1089b778ec67c9d6f16bbb77f25b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
105,P5T01-C00440,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_BL.LTB,model,110,745707f82b44c769d988d8f75d788e07e0fc638de86a9f7eae41d2d61aeb40aa,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
106,P5T01-C00441,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_GR.LTB,model,110,cf3ca162679807c6009732d6cc549e13a6853f5c593e1b3e91fd0a0b92ae3c71,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
107,P5T01-C00443,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano_BL.LTB,model,110,9adda2a7f5a2a0aae9a5558d243006d7323f69a0c6638cdc590d756c99d027dd,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
108,P5T01-C00444,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano_GR.LTB,model,110,b16ba73fe06f9e5aad45a3391de8c2d2a6d759a9205192d4d62e24780efbdc6e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
109,P5T01-C00445,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano_WOMAN_BL.LTB,model,110,98337b8a75295222b6d74d4f9350296bfb2e26391bcbd5d1737db97802d7addf,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
110,P5T01-C00446,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_Nano_WOMAN_GR.LTB,model,110,6bbc10ad0f62a109cd2a0fb04536491c8e3e5276699322ec1acec9e740f9e95d,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
111,P5T01-C00448,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_WOMAN_BL.LTB,model,110,66e518bec5c169f94f67796c0ed3ce99c55d866371c7424b9cf27ef17a2d1c4a,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
112,P5T01-C00449,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_TianShen_WOMAN_GR.LTB,model,110,f344ddb4c1feeeaaf4df95d115a05b33e6f3608eb97998514bbae75d934d8a29,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
113,P5T01-C00450,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_WOMAN_BL.LTB,model,110,91c01867d6fa3e915649c978c4d82ad6e9c8c93e99746d4d15e15044807e37a0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
114,P5T01-C00451,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_Beast_WOMAN_GR.LTB,model,110,da1a2c56975f55eb8b83db93fb2e0ad119134396fea2bdb4f9eaa74aa3b4f081,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
115,P5T01-C00459,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_BL.LTB,model,110,0a08ab1f6df3becd5d9827e6fa4e6b8b2cf25d2c0b8c3ec1629d39861d63564c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
116,P5T01-C00460,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_GR.LTB,model,110,f3f9e577d77b4d5f0b562ac3067d368db3210bf1c97cc217f3f4c89366444739,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
117,P5T01-C00461,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_WOMAN_BL.LTB,model,110,591c86faecfdacadf72ba7b4ba28ed862b24377c4c0461ea6d44251af8ef174d,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
118,P5T01-C00462,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_WOMAN_GR.LTB,model,110,25039e94f3fa17b0c25585ddca188257b9bf7d1d1c3e5d2e83b28e8fd7ebc971,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
119,P5T01-C00464,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_sprint_BL.LTB,model,110,b51900d2fa633abf8991853900651dd4980a0b6dcdc1ea4da4847055af4ca7ae,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
120,P5T01-C00465,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_sprint_GR.LTB,model,110,b3f1fb33678e1d31ee8a97855021151bf3e3a1442ed63a00d08ba518684cc2cc,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
121,P5T01-C00466,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_sprint_WOMAN_BL.LTB,model,110,29a6a78e7185f9949652f4fb50ab2ff183b0489ec76070ee2b4374842e3a6a50,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
122,P5T01-C00467,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast2_sprint_WOMAN_GR.LTB,model,110,2220b0f7a1878927b4316e636abfd55ba887345ce62c29aa28c5620a8ec1d0c3,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
123,P5T01-C00469,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_13thCarnival_BL.LTB,model,110,baea76188d926e65655267165f4f981a190946e3df280e75654a25a8e4fd4782,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
124,P5T01-C00472,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_CFS21_BL.LTB,model,110,edd545c1323d9b1e3f9ad5f11151177906a2c3d92e6a2c798a19f1a105576edb,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
125,P5T01-C00473,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_CFS21_GR.LTB,model,110,6bf31df7e395ac2df44d162cdc0dd0a4c41175f700f4dc44af48d5621273855d,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
126,P5T01-C00474,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_CFS21_WOMAN_BL.LTB,model,110,82814456d489bf46cb593f09b5911919a7d10cd0e94bd19d64e9ee0823a56133,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
127,P5T01-C00475,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_CFS21_WOMAN_GR.LTB,model,110,8ad40d7308be71bb9a4e79def83c434f585f7f488f402a59d78ee60bdffc0079,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
128,P5T01-C00478,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Classic_GR.LTB,model,110,e3c2b1bc115530095032ab9238e5f5c3a3a0e83fab709da85f199afb2d06ea1e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
129,P5T01-C00479,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Classic_WOMAN_BL.LTB,model,110,e3c2b1bc115530095032ab9238e5f5c3a3a0e83fab709da85f199afb2d06ea1e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
130,P5T01-C00480,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Classic_WOMAN_GR.LTB,model,110,e3c2b1bc115530095032ab9238e5f5c3a3a0e83fab709da85f199afb2d06ea1e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
131,P5T01-C00482,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_FuXi_BL.LTB,model,110,fbc088cd8e6f7ffe7d55149a07597fdb87c6cb2828dd967a2b8a8e85d143430f,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
132,P5T01-C00483,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_FuXi_GR.LTB,model,110,0ac1cde981f087b72abd02d79932fda6a7175d3e0ac5eaec678146498d194cd4,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
133,P5T01-C00484,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_FuXi_WOMAN_BL.LTB,model,110,0fe6a15f68c128567af62d0860fa383642deeac5503f76adea4b540e6e25e158,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
134,P5T01-C00485,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_FuXi_WOMAN_GR.LTB,model,110,e8647d6fe43069899e829ffc3b6725d319d91757a60dd7a91f3f9b7c4f3be481,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
135,P5T01-C00486,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_GR.LTB,model,110,02ec9592f5fedf74ad353aa2a7ec9bd10223b8faf4367701b70ce407a700257c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
136,P5T01-C00488,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_HHUD_BL.LTB,model,110,f45352962d464999a1afc20d8116571f8fa9e9969a02332321283f9cbb47f6dc,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
137,P5T01-C00489,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_HHUD_GR.LTB,model,110,f45352962d464999a1afc20d8116571f8fa9e9969a02332321283f9cbb47f6dc,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
138,P5T01-C00490,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_HHUD_WOMAN_BL.LTB,model,110,f45352962d464999a1afc20d8116571f8fa9e9969a02332321283f9cbb47f6dc,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
139,P5T01-C00491,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_HHUD_WOMAN_GR.LTB,model,110,f45352962d464999a1afc20d8116571f8fa9e9969a02332321283f9cbb47f6dc,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
140,P5T01-C00493,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_IceSoul_BL.LTB,model,110,2f35f98d4ff45d4bf9fc274cbb51fb917d10597aed42a3da91d19a9c7a670ed9,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
141,P5T01-C00494,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_IceSoul_GR.LTB,model,110,1d721baa2e19fa78ade24a96227f0c485b2d0a5d416e5b9fde06192f9db117ef,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
142,P5T01-C00495,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_IceSoul_WOMAN_BL.LTB,model,110,a85b7ba5015f942c14b64bdad33b75f6fac1da046dec5a4f65e90e60a034a70b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
143,P5T01-C00496,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_IceSoul_WOMAN_GR.LTB,model,110,cda1b57d47ec4dcd98e96cc8aa58765b918c4616f32df3201f9d6e6caadd887b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
144,P5T01-C00498,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ImperialGold_BL.LTB,model,110,c50a51b44a6bff81531102507f3e219365dffc8b7b4d58b70723df15e19974d5,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
145,P5T01-C00499,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ImperialGold_GR.LTB,model,110,740c8b9ebb10c8209949017c20848f3b49f2003520e28de8b53cd667800c931f,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
146,P5T01-C00500,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ImperialGold_WOMAN_BL.LTB,model,110,8be3445c0336c032d87e19c89d174bf77b3f0db7ad9b82c173d8016d41a976c0,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
147,P5T01-C00501,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ImperialGold_WOMAN_GR.LTB,model,110,6295265b776540016c10318dfad3cda1e0f27e1dba3bc57b7a84ce587c5dd2ca,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
148,P5T01-C00503,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Legend18_BL.LTB,model,110,7235441865e51bd9365dd10ae1b976e793659ba3c09b81d8722ceb499244e410,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
149,P5T01-C00504,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Legend18_GR.LTB,model,110,59e3e7627aec27a6b7248477f336b25ca80513a4774c9dbe42eb612ac268aa05,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
150,P5T01-C00505,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Legend18_WOMAN_BL.LTB,model,110,5159bf1c77f0e00dc6f4f30de3666b78c8659fb399f0d28d69ab2cf79f6d6f5c,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
151,P5T01-C00506,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Legend18_WOMAN_GR.LTB,model,110,fb87d67be811850cab632f12997ad7fa433194e4012edbec5e6ea4d7ea27cc08,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
152,P5T01-C00508,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_MJXW_BL.LTB,model,110,7a293dc13099b653e6adbf58c352a68ee012c993ee6144346a3fab86fe470e25,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
153,P5T01-C00509,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_MJXW_GR.LTB,model,110,9bca1a602c6392dd411fe5f1a49db09948c33ddf6fd36220d6dceafd89062527,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
154,P5T01-C00510,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_MJXW_WOMAN_BL.LTB,model,110,eef5ea1fba2e84fb1aaab84eb5d007be7750258af0ad80207af8f002b7bc22f2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
155,P5T01-C00511,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_MJXW_WOMAN_GR.LTB,model,110,1a1ee4f03e97b77c9047ca6c1aabf950ab2b3ac4db59c15234c3009052d023f2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
156,P5T01-C00513,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Natalya_BL.LTB,model,110,84f429785949cb770d2cf252f1f28226256d37e51d68ef29b16394b3213efeb1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
157,P5T01-C00514,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Natalya_GR.LTB,model,110,84f429785949cb770d2cf252f1f28226256d37e51d68ef29b16394b3213efeb1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
158,P5T01-C00515,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Natalya_WOMAN_BL.LTB,model,110,84f429785949cb770d2cf252f1f28226256d37e51d68ef29b16394b3213efeb1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
159,P5T01-C00516,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Natalya_WOMAN_GR.LTB,model,110,84f429785949cb770d2cf252f1f28226256d37e51d68ef29b16394b3213efeb1,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
160,P5T01-C00518,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Shaolin_BL.LTB,model,110,1ac61e569d02fe7a125f40bf31dbbed7059fedce8a40ac7be0de9ed6db939be2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
161,P5T01-C00519,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Shaolin_GR.LTB,model,110,1ac61e569d02fe7a125f40bf31dbbed7059fedce8a40ac7be0de9ed6db939be2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
162,P5T01-C00520,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Shaolin_WOMAN_BL.LTB,model,110,1ac61e569d02fe7a125f40bf31dbbed7059fedce8a40ac7be0de9ed6db939be2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
163,P5T01-C00521,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_Shaolin_WOMAN_GR.LTB,model,110,1ac61e569d02fe7a125f40bf31dbbed7059fedce8a40ac7be0de9ed6db939be2,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
164,P5T01-C00523,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_TV_BL.LTB,model,110,0b4c97171bdfd6bf4f965cc1150e7f9b54f79b5484b4949ce3934126a35bdd68,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
165,P5T01-C00524,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_TV_GR.LTB,model,110,0b4c97171bdfd6bf4f965cc1150e7f9b54f79b5484b4949ce3934126a35bdd68,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
166,P5T01-C00525,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_TV_WOMAN_BL.LTB,model,110,0b4c97171bdfd6bf4f965cc1150e7f9b54f79b5484b4949ce3934126a35bdd68,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
167,P5T01-C00526,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_TV_WOMAN_GR.LTB,model,110,0b4c97171bdfd6bf4f965cc1150e7f9b54f79b5484b4949ce3934126a35bdd68,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
168,P5T01-C00527,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_WOMAN_BL.LTB,model,110,b807f8ca35188dfc634caab3d8da9d28fbcb3cc14acd93fe05676f2ca579110d,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
169,P5T01-C00528,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_WOMAN_GR.LTB,model,110,9359b5a260203cf8b8bf920ad8e8dbc9c87a36520852d15ceac1abc86661ff13,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
170,P5T01-C00530,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ZhaoYun_BL.LTB,model,110,5f8fa9f11de900a9f259e2cbbde69d461291a2fd86547926f711b41040c1d27f,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
171,P5T01-C00531,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ZhaoYun_GR.LTB,model,110,baf644bd6a1a0b086fa97b3a7f3a1c0d6bf581368639485a71555810a9a1e143,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
172,P5T01-C00532,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ZhaoYun_WOMAN_BL.LTB,model,110,2933feee2896ceec2b8a514053052f7dfdbe1f7fb31b8ab553ca4dc3defb1dd3,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
173,P5T01-C00533,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_ZhaoYun_WOMAN_GR.LTB,model,110,7dc5c0ab2919012058d7f48b5e8689a3d0acfa7d2a4567fe478fd8e372da3d47,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
174,P5T01-C00535,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_w10y_BL.LTB,model,110,a4e3378d809209aed72c9f162f19994ed4238554676afab23c02f465fd2c7c3b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
175,P5T01-C00536,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_w10y_GR.LTB,model,110,a4e3378d809209aed72c9f162f19994ed4238554676afab23c02f465fd2c7c3b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
176,P5T01-C00537,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_w10y_WOMAN_BL.LTB,model,110,a4e3378d809209aed72c9f162f19994ed4238554676afab23c02f465fd2c7c3b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
177,P5T01-C00538,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_BornBeast_w10y_WOMAN_GR.LTB,model,110,a4e3378d809209aed72c9f162f19994ed4238554676afab23c02f465fd2c7c3b,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
178,P5T01-C00540,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_ClassicBeast_BL.LTB,model,110,37cea882f585fa577273cd91cd5df3bf729521519316fb25221e0297fd08d98e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
179,P5T01-C00541,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_ClassicBeast_GR.LTB,model,110,37cea882f585fa577273cd91cd5df3bf729521519316fb25221e0297fd08d98e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
180,P5T01-C00542,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_ClassicBeast_WOMAN_BL.LTB,model,110,37cea882f585fa577273cd91cd5df3bf729521519316fb25221e0297fd08d98e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
181,P5T01-C00543,data/rf016/Models/PLAYERVIEW/PV-M4A1_S_ClassicBeast_WOMAN_GR.LTB,model,110,37cea882f585fa577273cd91cd5df3bf729521519316fb25221e0297fd08d98e,keyword:M4,0,7,0,1,,,CANDIDATE_ONLY,P5-T02 geometry/parts comparison
